,client_id,filepath,group,label
37,2,face-station/03.05.18/002_07_064_2_82,train,attack/3D/flexiblemask
38,2,face-station/04.05.18/002_05_000_0_00,train,bonafide
39,2,face-station/04.05.18/002_05_000_0_01,train,bonafide
40,2,face-station/04.05.18/002_06_004_2_82,train,attack/3D/flexiblemask
41,2,face-station/07.05.18/002_07_000_2_82,train,attack/3D/flexiblemask
42,2,face-station/07.05.18/002_05_000_2_82,train,attack/3D/flexiblemask
43,2,face-station/07.05.18/002_06_000_2_82,train,attack/3D/flexiblemask
44,2,face-station/07.05.18/002_04_000_2_82,train,attack/3D/flexiblemask
45,2,face-station/07.05.18/002_06_000_0_00,train,bonafide
46,2,face-station/07.05.18/002_06_000_0_01,train,bonafide
47,2,face-station/08.05.18/002_07_000_0_00,train,bonafide
48,2,face-station/08.05.18/002_07_000_0_01,train,bonafide
49,2,face-station/15.05.18/002_05_019_2_13,train,attack/3D/rigidmask
50,2,face-station/22.05.18/002_06_018_2_81,train,attack/3D/flexiblemask
51,2,face-station/23.05.18/002_07_073_2_81,train,attack/3D/flexiblemask
52,2,face-station/23.05.18/002_07_073_2_13,train,attack/3D/rigidmask
53,2,face-station/23.05.18/002_05_073_2_81,train,attack/3D/flexiblemask
54,2,face-station/29.05.18/002_04_000_2_81,train,attack/3D/flexiblemask
55,2,face-station/29.05.18/002_05_000_2_81,train,attack/3D/flexiblemask
56,2,face-station/29.05.18/002_06_000_2_81,train,attack/3D/flexiblemask
57,2,face-station/29.05.18/002_07_000_2_81,train,attack/3D/flexiblemask
58,2,face-station/04.06.18/002_04_000_2_13,train,attack/3D/rigidmask
59,2,face-station/04.06.18/002_05_000_2_13,train,attack/3D/rigidmask
60,2,face-station/04.06.18/002_06_000_2_13,train,attack/3D/rigidmask
61,2,face-station/04.06.18/002_07_000_2_13,train,attack/3D/rigidmask
68,4,face-station/17.01.18/004_01_000_0_00,train,bonafide
69,4,face-station/07.02.18/004_02_000_0_00,train,bonafide
70,4,face-station/15.02.18/004_03_000_0_00,train,bonafide
71,4,face-station/04.05.18/004_06_000_0_00,train,bonafide
72,4,face-station/15.05.18/004_05_000_0_00,train,bonafide
73,4,face-station/16.05.18/004_07_000_0_00,train,bonafide
96,5,face-station/18.01.18/005_01_000_0_00,train,bonafide
97,5,face-station/18.01.18/005_01_000_0_01,train,bonafide
98,5,face-station/15.03.18/005_04_004_4_09,train,attack/2D/replay
99,5,face-station/15.03.18/005_04_004_4_10,train,attack/2D/replay
100,5,face-station/15.03.18/005_04_000_4_09,train,attack/2D/replay
101,5,face-station/15.03.18/005_04_000_4_10,train,attack/2D/replay
102,5,face-station/08.02.18/005_02_000_0_01,train,bonafide
103,5,face-station/08.02.18/005_02_000_0_00,train,bonafide
104,5,face-station/12.02.18/005_03_000_0_00,train,bonafide
105,5,face-station/12.02.18/005_03_000_0_01,train,bonafide
106,5,face-station/14.02.18/005_03_061_4_10,train,attack/2D/replay
107,5,face-station/14.02.18/005_03_061_4_09,train,attack/2D/replay
108,5,face-station/15.02.18/005_03_006_4_10,train,attack/2D/replay
109,5,face-station/16.02.18/005_03_043_4_09,train,attack/2D/replay
110,5,face-station/16.02.18/005_02_011_4_09,train,attack/2D/replay
111,5,face-station/16.02.18/005_02_010_4_10,train,attack/2D/replay
112,5,face-station/21.02.18/005_02_005_4_09,train,attack/2D/replay
113,5,face-station/21.02.18/005_02_006_4_10,train,attack/2D/replay
114,5,face-station/23.02.18/005_02_000_4_10,train,attack/2D/replay
115,5,face-station/23.02.18/005_03_000_4_09,train,attack/2D/replay
116,5,face-station/23.02.18/005_03_000_4_10,train,attack/2D/replay
117,5,face-station/23.02.18/005_02_000_4_09,train,attack/2D/replay
118,5,face-station/27.02.18/005_01_003_4_10,train,attack/2D/replay
119,5,face-station/27.02.18/005_01_007_4_09,train,attack/2D/replay
120,5,face-station/27.02.18/005_01_063_4_09,train,attack/2D/replay
121,5,face-station/28.02.18/005_01_062_4_10,train,attack/2D/replay
122,5,face-station/28.02.18/005_01_000_4_09,train,attack/2D/replay
123,5,face-station/28.02.18/005_01_000_4_10,train,attack/2D/replay
124,5,face-station/04.05.18/005_05_070_4_10,train,attack/2D/replay
125,5,face-station/15.05.18/005_05_000_0_00,train,bonafide
126,5,face-station/15.05.18/005_05_000_0_01,train,bonafide
127,5,face-station/22.05.18/005_06_007_4_10,train,attack/2D/replay
128,5,face-station/22.05.18/005_06_007_4_09,train,attack/2D/replay
129,5,face-station/23.05.18/005_05_072_4_09,train,attack/2D/replay
130,5,face-station/23.05.18/005_07_072_4_10,train,attack/2D/replay
131,5,face-station/23.05.18/005_07_018_4_09,train,attack/2D/replay
132,5,face-station/23.05.18/005_07_000_0_00,train,bonafide
133,5,face-station/23.05.18/005_07_000_0_01,train,bonafide
134,5,face-station/24.05.18/005_06_000_0_00,train,bonafide
135,5,face-station/24.05.18/005_06_000_0_01,train,bonafide
136,5,face-station/04.06.18/005_07_000_4_09,train,attack/2D/replay
137,5,face-station/04.06.18/005_07_000_4_10,train,attack/2D/replay
138,5,face-station/04.06.18/005_06_000_4_09,train,attack/2D/replay
139,5,face-station/04.06.18/005_06_000_4_10,train,attack/2D/replay
140,5,face-station/05.06.18/005_05_000_4_09,train,attack/2D/replay
141,5,face-station/05.06.18/005_05_000_4_10,train,attack/2D/replay
452,7,face-station/22.01.18/007_01_000_0_00,train,bonafide
453,7,face-station/22.01.18/007_01_000_0_01,train,bonafide
454,7,face-station/06.02.18/007_02_000_0_00,train,bonafide
455,7,face-station/06.02.18/007_02_000_0_01,train,bonafide
456,7,face-station/13.02.18/007_03_000_0_00,train,bonafide
457,7,face-station/13.02.18/007_03_000_0_01,train,bonafide
458,7,face-station/15.05.18/007_05_000_0_00,train,bonafide
459,7,face-station/15.05.18/007_05_000_0_01,train,bonafide
460,7,face-station/16.05.18/007_07_000_0_00,train,bonafide
461,7,face-station/16.05.18/007_07_000_0_01,train,bonafide
462,7,face-station/22.05.18/007_06_000_0_00,train,bonafide
463,7,face-station/22.05.18/007_06_000_0_01,train,bonafide
494,516,face-station/14.03.18/516_04_006_1_07,train,attack/3D/glasses
495,516,face-station/30.01.18/516_01_029_1_07,train,attack/3D/glasses
496,516,face-station/07.02.18/516_02_014_1_07,train,attack/3D/glasses
497,516,face-station/07.02.18/516_02_059_1_07,train,attack/3D/glasses
498,516,face-station/02.02.18/516_01_053_1_07,train,attack/3D/glasses
499,516,face-station/08.02.18/516_03_002_1_07,train,attack/3D/glasses
500,516,face-station/14.02.18/516_03_033_1_07,train,attack/3D/glasses
501,516,face-station/14.02.18/516_03_032_1_07,train,attack/3D/glasses
502,516,face-station/27.02.18/516_03_012_1_07,train,attack/3D/glasses
503,516,face-station/04.05.18/516_05_071_1_07,train,attack/3D/glasses
504,516,face-station/07.05.18/516_06_071_1_07,train,attack/3D/glasses
505,516,face-station/23.05.18/516_07_068_1_07,train,attack/3D/glasses
697,98,face-station/14.03.18/098_04_010_3_11,train,attack/2D/prints
698,98,face-station/14.03.18/098_04_010_3_12,train,attack/2D/prints
699,98,face-station/14.03.18/098_04_010_3_13,train,attack/2D/prints
700,98,face-station/14.03.18/098_04_010_3_14,train,attack/2D/prints
701,98,face-station/14.03.18/098_04_010_3_15,train,attack/2D/replay
702,98,face-station/24.01.18/098_01_011_3_11,train,attack/2D/prints
703,98,face-station/15.03.18/098_01_003_3_15,train,attack/2D/replay
704,98,face-station/15.03.18/098_04_000_3_15,train,attack/2D/replay
705,98,face-station/15.03.18/098_04_000_4_05,train,attack/2D/replay
706,98,face-station/15.03.18/098_04_000_4_06,train,attack/2D/replay
707,98,face-station/15.03.18/098_04_000_3_11,train,attack/2D/prints
708,98,face-station/15.03.18/098_04_000_3_12,train,attack/2D/prints
709,98,face-station/15.03.18/098_04_000_3_13,train,attack/2D/prints
710,98,face-station/15.03.18/098_04_000_3_14,train,attack/2D/prints
711,98,face-station/15.03.18/098_04_004_4_05,train,attack/2D/replay
712,98,face-station/15.03.18/098_04_004_4_06,train,attack/2D/replay
713,98,face-station/15.03.18/098_04_003_4_17,train,attack/2D/replay
714,98,face-station/15.03.18/098_04_003_4_18,train,attack/2D/replay
715,98,face-station/15.03.18/098_04_003_4_11,train,attack/2D/replay
716,98,face-station/15.03.18/098_04_003_4_12,train,attack/2D/replay
717,98,face-station/15.03.18/098_04_000_4_11,train,attack/2D/replay
718,98,face-station/15.03.18/098_04_000_4_12,train,attack/2D/replay
719,98,face-station/15.03.18/098_04_000_4_17,train,attack/2D/replay
720,98,face-station/15.03.18/098_04_000_4_18,train,attack/2D/replay
721,98,face-station/29.01.18/098_01_025_4_06,train,attack/2D/replay
722,98,face-station/29.01.18/098_01_023_3_12,train,attack/2D/prints
723,98,face-station/30.01.18/098_01_026_3_15,train,attack/2D/replay
724,98,face-station/31.01.18/098_01_035_3_13,train,attack/2D/prints
725,98,face-station/07.02.18/098_02_033_3_14,train,attack/2D/prints
726,98,face-station/07.02.18/098_02_037_3_11,train,attack/2D/prints
727,98,face-station/07.02.18/098_02_042_3_15,train,attack/2D/replay
728,98,face-station/07.02.18/098_02_063_3_12,train,attack/2D/prints
729,98,face-station/01.02.18/098_01_037_3_14,train,attack/2D/prints
730,98,face-station/01.02.18/098_01_039_3_11,train,attack/2D/prints
731,98,face-station/02.02.18/098_01_055_3_12,train,attack/2D/prints
732,98,face-station/02.02.18/098_01_059_3_15,train,attack/2D/replay
733,98,face-station/02.02.18/098_01_058_3_12,train,attack/2D/prints
734,98,face-station/02.02.18/098_01_052_3_15,train,attack/2D/replay
735,98,face-station/06.02.18/098_02_062_3_11,train,attack/2D/prints
736,98,face-station/06.02.18/098_02_007_3_11,train,attack/2D/prints
737,98,face-station/08.02.18/098_02_002_3_14,train,attack/2D/prints
738,98,face-station/08.02.18/098_03_052_3_15,train,attack/2D/replay
739,98,face-station/08.02.18/098_02_047_3_12,train,attack/2D/prints
740,98,face-station/08.02.18/098_02_006_3_12,train,attack/2D/prints
741,98,face-station/08.02.18/098_02_032_3_14,train,attack/2D/prints
742,98,face-station/09.02.18/098_03_010_3_15,train,attack/2D/replay
743,98,face-station/09.02.18/098_03_010_3_13,train,attack/2D/prints
744,98,face-station/09.02.18/098_03_049_3_14,train,attack/2D/prints
745,98,face-station/12.02.18/098_03_062_3_15,train,attack/2D/replay
746,98,face-station/13.02.18/098_03_036_3_15,train,attack/2D/replay
747,98,face-station/13.02.18/098_03_037_3_15,train,attack/2D/replay
748,98,face-station/14.02.18/098_03_017_4_06,train,attack/2D/replay
749,98,face-station/14.02.18/098_03_019_3_14,train,attack/2D/prints
750,98,face-station/14.02.18/098_03_018_3_12,train,attack/2D/prints
751,98,face-station/15.02.18/098_03_045_4_11,train,attack/2D/replay
752,98,face-station/15.02.18/098_03_045_4_12,train,attack/2D/replay
753,98,face-station/15.02.18/098_03_004_4_06,train,attack/2D/replay
754,98,face-station/15.02.18/098_03_006_4_12,train,attack/2D/replay
755,98,face-station/15.02.18/098_03_029_3_11,train,attack/2D/prints
756,98,face-station/15.02.18/098_03_029_4_18,train,attack/2D/replay
757,98,face-station/19.02.18/098_02_000_3_11,train,attack/2D/prints
758,98,face-station/19.02.18/098_02_000_3_14,train,attack/2D/prints
759,98,face-station/19.02.18/098_02_000_3_12,train,attack/2D/prints
760,98,face-station/19.02.18/098_02_000_3_13,train,attack/2D/prints
761,98,face-station/16.02.18/098_03_043_3_12,train,attack/2D/prints
762,98,face-station/16.02.18/098_03_043_4_11,train,attack/2D/replay
763,98,face-station/16.02.18/098_03_013_4_18,train,attack/2D/replay
764,98,face-station/16.02.18/098_02_011_3_15,train,attack/2D/replay
765,98,face-station/16.02.18/098_02_011_3_13,train,attack/2D/prints
766,98,face-station/16.02.18/098_02_010_4_06,train,attack/2D/replay
767,98,face-station/16.02.18/098_02_018_4_11,train,attack/2D/replay
768,98,face-station/16.02.18/098_02_018_4_12,train,attack/2D/replay
769,98,face-station/16.02.18/098_02_007_4_18,train,attack/2D/replay
770,98,face-station/16.02.18/098_02_038_4_18,train,attack/2D/replay
771,98,face-station/21.02.18/098_02_005_4_11,train,attack/2D/replay
772,98,face-station/21.02.18/098_02_006_4_12,train,attack/2D/replay
773,98,face-station/21.02.18/098_02_020_4_06,train,attack/2D/replay
774,98,face-station/22.02.18/098_03_000_3_11,train,attack/2D/prints
775,98,face-station/22.02.18/098_03_000_3_12,train,attack/2D/prints
776,98,face-station/22.02.18/098_03_000_3_13,train,attack/2D/prints
777,98,face-station/22.02.18/098_03_000_3_14,train,attack/2D/prints
778,98,face-station/23.02.18/098_03_000_4_06,train,attack/2D/replay
779,98,face-station/23.02.18/098_03_000_4_11,train,attack/2D/replay
780,98,face-station/23.02.18/098_03_000_4_12,train,attack/2D/replay
781,98,face-station/23.02.18/098_03_000_4_18,train,attack/2D/replay
782,98,face-station/23.02.18/098_02_000_4_06,train,attack/2D/replay
783,98,face-station/23.02.18/098_02_000_4_11,train,attack/2D/replay
784,98,face-station/23.02.18/098_02_000_4_12,train,attack/2D/replay
785,98,face-station/23.02.18/098_02_000_4_18,train,attack/2D/replay
786,98,face-station/23.02.18/098_02_000_3_15,train,attack/2D/replay
787,98,face-station/23.02.18/098_03_000_3_15,train,attack/2D/replay
788,98,face-station/23.02.18/098_02_000_4_05,train,attack/2D/replay
789,98,face-station/23.02.18/098_02_000_4_17,train,attack/2D/replay
790,98,face-station/23.02.18/098_03_000_4_05,train,attack/2D/replay
791,98,face-station/23.02.18/098_03_000_4_17,train,attack/2D/replay
792,98,face-station/23.02.18/098_03_004_4_05,train,attack/2D/replay
793,98,face-station/23.02.18/098_03_004_4_17,train,attack/2D/replay
794,98,face-station/23.02.18/098_02_004_4_05,train,attack/2D/replay
795,98,face-station/23.02.18/098_02_004_4_17,train,attack/2D/replay
796,98,face-station/27.02.18/098_01_038_4_18,train,attack/2D/replay
797,98,face-station/27.02.18/098_01_003_4_12,train,attack/2D/replay
798,98,face-station/27.02.18/098_01_038_4_11,train,attack/2D/replay
799,98,face-station/27.02.18/098_01_003_4_06,train,attack/2D/replay
800,98,face-station/27.02.18/098_01_003_4_18,train,attack/2D/replay
801,98,face-station/27.02.18/098_01_063_4_11,train,attack/2D/replay
802,98,face-station/28.02.18/098_01_062_3_14,train,attack/2D/prints
803,98,face-station/28.02.18/098_01_062_4_12,train,attack/2D/replay
804,98,face-station/28.02.18/098_01_000_4_06,train,attack/2D/replay
805,98,face-station/28.02.18/098_01_000_3_11,train,attack/2D/prints
806,98,face-station/28.02.18/098_01_000_3_12,train,attack/2D/prints
807,98,face-station/28.02.18/098_01_000_3_13,train,attack/2D/prints
808,98,face-station/28.02.18/098_01_000_3_14,train,attack/2D/prints
809,98,face-station/28.02.18/098_01_000_4_11,train,attack/2D/replay
810,98,face-station/28.02.18/098_01_000_4_12,train,attack/2D/replay
811,98,face-station/28.02.18/098_01_000_4_05,train,attack/2D/replay
812,98,face-station/28.02.18/098_01_000_4_17,train,attack/2D/replay
813,98,face-station/28.02.18/098_01_000_4_18,train,attack/2D/replay
814,98,face-station/28.02.18/098_01_004_4_05,train,attack/2D/replay
815,98,face-station/28.02.18/098_01_004_4_17,train,attack/2D/replay
816,98,face-station/28.02.18/098_01_000_3_15,train,attack/2D/replay
817,98,face-station/01.05.18/098_06_064_4_06,train,attack/2D/replay
818,98,face-station/03.05.18/098_06_003_3_15,train,attack/2D/replay
819,98,face-station/04.05.18/098_05_002_3_14,train,attack/2D/prints
820,98,face-station/04.05.18/098_05_002_3_13,train,attack/2D/prints
821,98,face-station/07.05.18/098_06_070_3_13,train,attack/2D/prints
822,98,face-station/07.05.18/098_06_071_4_17,train,attack/2D/replay
823,98,face-station/08.05.18/098_07_002_4_11,train,attack/2D/replay
824,98,face-station/15.05.18/098_05_005_4_12,train,attack/2D/replay
825,98,face-station/15.05.18/098_05_004_4_18,train,attack/2D/replay
826,98,face-station/15.05.18/098_05_018_3_11,train,attack/2D/prints
827,98,face-station/15.05.18/098_05_007_4_05,train,attack/2D/replay
828,98,face-station/15.05.18/098_05_007_4_17,train,attack/2D/replay
829,98,face-station/15.05.18/098_05_019_3_12,train,attack/2D/prints
830,98,face-station/15.05.18/098_05_006_3_15,train,attack/2D/replay
831,98,face-station/15.05.18/098_05_006_4_11,train,attack/2D/replay
832,98,face-station/16.05.18/098_07_069_3_13,train,attack/2D/prints
833,98,face-station/16.05.18/098_07_012_4_12,train,attack/2D/replay
834,98,face-station/16.05.18/098_07_019_3_15,train,attack/2D/replay
835,98,face-station/16.05.18/098_07_019_4_17,train,attack/2D/replay
836,98,face-station/22.05.18/098_06_069_3_12,train,attack/2D/prints
837,98,face-station/22.05.18/098_06_068_3_14,train,attack/2D/prints
838,98,face-station/22.05.18/098_06_068_3_11,train,attack/2D/prints
839,98,face-station/23.05.18/098_06_072_4_11,train,attack/2D/replay
840,98,face-station/23.05.18/098_07_068_4_18,train,attack/2D/replay
841,98,face-station/23.05.18/098_07_006_3_11,train,attack/2D/prints
842,98,face-station/23.05.18/098_07_005_3_14,train,attack/2D/prints
843,98,face-station/23.05.18/098_07_005_3_12,train,attack/2D/prints
844,98,face-station/23.05.18/098_07_005_4_05,train,attack/2D/replay
845,98,face-station/24.05.18/098_06_005_4_05,train,attack/2D/replay
846,98,face-station/24.05.18/098_05_014_4_06,train,attack/2D/replay
847,98,face-station/25.05.18/098_06_006_4_12,train,attack/2D/replay
848,98,face-station/25.05.18/098_06_006_4_18,train,attack/2D/replay
849,98,face-station/25.05.18/098_07_014_4_06,train,attack/2D/replay
850,98,face-station/04.06.18/098_07_000_4_11,train,attack/2D/replay
851,98,face-station/04.06.18/098_07_000_4_12,train,attack/2D/replay
852,98,face-station/04.06.18/098_07_000_4_17,train,attack/2D/replay
853,98,face-station/04.06.18/098_07_000_4_18,train,attack/2D/replay
854,98,face-station/04.06.18/098_06_000_4_18,train,attack/2D/replay
855,98,face-station/04.06.18/098_06_000_4_05,train,attack/2D/replay
856,98,face-station/04.06.18/098_07_000_3_15,train,attack/2D/replay
857,98,face-station/04.06.18/098_07_000_4_05,train,attack/2D/replay
858,98,face-station/04.06.18/098_07_000_4_06,train,attack/2D/replay
859,98,face-station/04.06.18/098_06_000_4_11,train,attack/2D/replay
860,98,face-station/04.06.18/098_06_000_4_12,train,attack/2D/replay
861,98,face-station/04.06.18/098_06_000_4_17,train,attack/2D/replay
862,98,face-station/04.06.18/098_06_000_4_06,train,attack/2D/replay
863,98,face-station/05.06.18/098_05_000_4_05,train,attack/2D/replay
864,98,face-station/05.06.18/098_05_000_4_06,train,attack/2D/replay
865,98,face-station/05.06.18/098_05_000_4_11,train,attack/2D/replay
866,98,face-station/05.06.18/098_05_000_4_12,train,attack/2D/replay
867,98,face-station/05.06.18/098_05_000_3_15,train,attack/2D/replay
868,98,face-station/05.06.18/098_06_000_3_15,train,attack/2D/replay
869,98,face-station/05.06.18/098_05_000_4_17,train,attack/2D/replay
870,98,face-station/05.06.18/098_05_000_4_18,train,attack/2D/replay
871,98,face-station/05.06.18/098_07_000_3_14,train,attack/2D/prints
872,98,face-station/05.06.18/098_05_000_3_11,train,attack/2D/prints
873,98,face-station/05.06.18/098_05_000_3_12,train,attack/2D/prints
874,98,face-station/05.06.18/098_05_000_3_13,train,attack/2D/prints
875,98,face-station/05.06.18/098_05_000_3_14,train,attack/2D/prints
876,98,face-station/05.06.18/098_06_000_3_14,train,attack/2D/prints
877,98,face-station/05.06.18/098_06_000_3_11,train,attack/2D/prints
878,98,face-station/05.06.18/098_06_000_3_12,train,attack/2D/prints
879,98,face-station/05.06.18/098_06_000_3_13,train,attack/2D/prints
880,98,face-station/05.06.18/098_07_000_3_11,train,attack/2D/prints
881,98,face-station/05.06.18/098_07_000_3_12,train,attack/2D/prints
882,98,face-station/05.06.18/098_07_000_3_13,train,attack/2D/prints
1186,513,face-station/14.03.18/513_04_006_1_04,train,attack/3D/glasses
1187,513,face-station/29.01.18/513_01_020_1_04,train,attack/3D/glasses
1188,513,face-station/07.02.18/513_02_030_1_04,train,attack/3D/glasses
1189,513,face-station/02.02.18/513_01_050_1_04,train,attack/3D/glasses
1190,513,face-station/06.02.18/513_02_058_1_04,train,attack/3D/glasses
1191,513,face-station/12.02.18/513_03_009_1_04,train,attack/3D/glasses
1192,513,face-station/20.04.18/513_06_066_1_04,train,attack/3D/glasses
1193,513,face-station/02.05.18/513_05_003_1_04,train,attack/3D/glasses
1194,513,face-station/16.05.18/513_07_007_1_04,train,attack/3D/glasses
1204,515,face-station/14.03.18/515_04_006_1_06,train,attack/3D/glasses
1205,515,face-station/29.01.18/515_01_021_1_06,train,attack/3D/glasses
1206,515,face-station/02.02.18/515_01_048_1_06,train,attack/3D/glasses
1207,515,face-station/06.02.18/515_02_046_1_06,train,attack/3D/glasses
1208,515,face-station/09.02.18/515_02_013_1_06,train,attack/3D/glasses
1209,515,face-station/12.02.18/515_03_005_1_06,train,attack/3D/glasses
1210,515,face-station/13.02.18/515_03_055_1_06,train,attack/3D/glasses
1211,515,face-station/15.05.18/515_05_006_1_06,train,attack/3D/glasses
1212,515,face-station/24.05.18/515_06_014_1_06,train,attack/3D/glasses
1213,515,face-station/25.05.18/515_07_014_1_06,train,attack/3D/glasses
1252,14,face-station/24.01.18/014_01_000_0_00,train,bonafide
1253,14,face-station/07.02.18/014_02_000_0_00,train,bonafide
1254,14,face-station/15.02.18/014_03_000_0_00,train,bonafide
1255,14,face-station/24.05.18/014_05_000_0_00,train,bonafide
1256,14,face-station/24.05.18/014_06_000_0_00,train,bonafide
1257,14,face-station/25.05.18/014_07_000_0_00,train,bonafide
1258,14,face-station/25.05.18/014_07_000_0_02,train,bonafide
1286,15,face-station/25.01.18/015_01_000_0_00,train,bonafide
1287,15,face-station/25.01.18/015_01_000_0_02,train,bonafide
1288,15,face-station/06.02.18/015_02_000_0_00,train,bonafide
1289,15,face-station/12.02.18/015_03_000_0_00,train,bonafide
1299,21,face-station/29.01.18/021_01_000_0_00,train,bonafide
1300,21,face-station/06.02.18/021_02_000_0_00,train,bonafide
1301,21,face-station/12.02.18/021_03_000_0_00,train,bonafide
1312,28,face-station/30.01.18/028_01_000_0_00,train,bonafide
1313,28,face-station/30.01.18/028_01_000_0_01,train,bonafide
1314,28,face-station/07.02.18/028_02_000_0_00,train,bonafide
1315,28,face-station/07.02.18/028_02_000_0_01,train,bonafide
1316,28,face-station/07.02.18/028_03_000_0_00,train,bonafide
1317,28,face-station/07.02.18/028_03_000_0_01,train,bonafide
1337,29,face-station/30.01.18/029_01_000_0_00,train,bonafide
1338,29,face-station/30.01.18/029_01_000_0_01,train,bonafide
1339,29,face-station/07.02.18/029_02_000_0_00,train,bonafide
1340,29,face-station/07.02.18/029_02_000_0_01,train,bonafide
1341,29,face-station/15.02.18/029_03_000_0_00,train,bonafide
1342,29,face-station/15.02.18/029_03_000_0_01,train,bonafide
1343,34,face-station/31.01.18/034_01_000_0_00,train,bonafide
1344,34,face-station/08.02.18/034_02_000_0_00,train,bonafide
1345,34,face-station/08.02.18/034_03_000_0_00,train,bonafide
1358,32,face-station/31.01.18/032_01_000_0_00,train,bonafide
1359,32,face-station/31.01.18/032_01_000_0_01,train,bonafide
1360,32,face-station/08.02.18/032_02_000_0_00,train,bonafide
1361,32,face-station/08.02.18/032_02_000_0_01,train,bonafide
1362,32,face-station/14.02.18/032_03_000_0_00,train,bonafide
1363,37,face-station/07.02.18/037_02_000_0_00,train,bonafide
1364,37,face-station/01.02.18/037_01_000_0_00,train,bonafide
1365,37,face-station/13.02.18/037_03_000_0_00,train,bonafide
1372,45,face-station/07.02.18/045_02_000_0_00,train,bonafide
1373,45,face-station/01.02.18/045_01_000_0_00,train,bonafide
1374,45,face-station/15.02.18/045_03_000_0_00,train,bonafide
1389,38,face-station/01.02.18/038_01_000_0_00,train,bonafide
1390,38,face-station/08.02.18/038_02_000_0_00,train,bonafide
1391,38,face-station/14.02.18/038_03_000_0_00,train,bonafide
1392,38,face-station/01.05.18/038_05_000_0_00,train,bonafide
1393,38,face-station/04.05.18/038_06_000_0_00,train,bonafide
1394,38,face-station/07.05.18/038_07_000_0_00,train,bonafide
1395,40,face-station/01.02.18/040_01_000_0_00,train,bonafide
1396,40,face-station/01.02.18/040_01_000_0_02,train,bonafide
1397,41,face-station/01.02.18/041_01_000_0_00,train,bonafide
1398,41,face-station/01.02.18/041_01_000_0_01,train,bonafide
1406,46,face-station/01.02.18/046_01_000_0_00,train,bonafide
1407,46,face-station/06.02.18/046_02_000_0_00,train,bonafide
1408,46,face-station/06.02.18/046_02_000_0_02,train,bonafide
1409,46,face-station/13.02.18/046_03_000_0_00,train,bonafide
1418,54,face-station/02.02.18/054_01_000_0_00,train,bonafide
1419,54,face-station/08.02.18/054_02_000_0_00,train,bonafide
1420,54,face-station/08.02.18/054_03_000_0_00,train,bonafide
1435,61,face-station/02.02.18/061_01_000_0_00,train,bonafide
1436,61,face-station/06.02.18/061_02_000_0_00,train,bonafide
1437,61,face-station/14.02.18/061_03_000_0_00,train,bonafide
